,피해면적합계,진화종료 일,진화종료 월,진화종료 일시,진화종료 연도,발생원인,발생장소_지번,발생장소_동리,발생장소_시군구,발생장소_읍면,발생장소_시도,발생일,발생요일,발생월,발생시간,발생연도
5103,0.5,17,06,21:50:00,2017,쓰레기소각,산8,우강,창녕,도천,경남,17,토요일,06,16:50:00,2017
5104,0.1,17,06,18:20:00,2017,입산자실화,산53,오학,서산,해미,충남,17,토요일,06,16:10:00,2017
5105,0.05,17,06,13:50:00,2017,입산자실화,426-13,,중,다운,울산,17,토요일,06,11:32:00,2017
5106,0.01,17,06,13:20:00,2017,담뱃불실화,산12-1,서흥,천안 동남,목천,충남,17,토요일,06,11:30:00,2017
5107,0.06,17,06,11:14:00,2017,기타,281-4임,내,화성,봉담,경기,17,토요일,06,09:40:00,2017
5108,0.2,17,06,07:30:00,2017,입산자실화,산11,순화,순창,순창,전북,16,금요일,06,21:30:00,2017
5109,0.01,16,06,17:55:00,2017,입산자실화,산35,용명,경주,건천,경북,16,금요일,06,16:24:00,2017
5110,0.02,16,06,17:30:00,2017,기타,산9-1,수봉,상주,모동,경북,16,금요일,06,15:34:00,2017
5111,0.05,16,06,14:00:00,2017,입산자실화,산13,응평,부여,초촌,충남,16,금요일,06,12:14:00,2017
5112,0.15,16,06,09:30:00,2017,농산부산물소각,산44,인곡,합천,합천,경남,16,금요일,06,05:00:00,2017
5113,0.5,15,06,17:52:00,2017,입산자실화,산1-1외2,검성,울진,북,경북,15,목요일,06,14:05:00,2017
5114,0.16,15,06,15:50:00,2017,쓰레기소각,산21,운정,평택,현덕,경기,15,목요일,06,13:50:00,2017
5115,0.06,15,06,02:10:00,2017,기타,산24-1,,운당,,세종,15,목요일,06,00:05:00,2017
5116,0.7,15,06,00:10:00,2017,입산자실화,산61-15,운암,청주 상당,미원,충북,14,수요일,06,21:10:00,2017
5117,0.03,13,06,18:30:00,2017,입산자실화,산30,개화,보령,성주,충남,13,화요일,06,15:30:00,2017
5118,1,12,06,10:00:00,2017,입산자실화,산51-1,마동,청주 상당,문의,충북,11,일요일,06,23:30:00,2017
5119,0.15,11,06,17:05:00,2017,기타,산3,대미,영천,금호,경북,11,일요일,06,15:43:00,2017
5120,0.01,09,06,19:20:00,2017,입산자실화,산86-1,산해,영양,입암,경북,09,금요일,06,16:40:00,2017
5121,0.05,06,06,14:13:00,2017,건축물화재비화,산14,황룡,의성,점곡,경북,06,화요일,06,13:05:00,2017
5122,0.1,05,06,19:40:00,2017,기타,산58-2,,관악,삼성,서울,05,월요일,06,17:42:00,2017
5123,0.01,05,06,16:00:00,2017,기타,산10,수암,영덕,지품,경북,05,월요일,06,15:00:00,2017
5124,0.03,05,06,14:45:00,2017,입산자실화,산19,논곡,구례,구례,전남,05,월요일,06,12:30:00,2017
5125,0.33,05,06,15:00:00,2017,입산자실화,산87,황방,양주,남,경기,05,월요일,06,10:40:00,2017
5126,0.02,05,06,17:00:00,2017,입산자실화,산10-1,석수,안양 만안,,경기,05,월요일,06,10:35:00,2017
5127,0.02,05,06,11:00:00,2017,입산자실화,산1-1,월포,진안,상전,전북,05,월요일,06,07:50:00,2017
5128,0.1,05,06,11:28:00,2017,입산자실화,산48,북지,영주,부석,경북,04,일요일,06,23:37:00,2017
5129,0.5,05,06,07:39:00,2017,기타,산274-60,소야,옹진,덕적,인천,04,일요일,06,21:50:00,2017
5130,0.01,04,06,19:20:00,2017,기타,산58-5,,관악,삼성,서울,04,일요일,06,17:32:00,2017
5131,0.01,04,06,16:00:00,2017,입산자실화,784-12,교로,당진,석문,충남,04,일요일,06,14:50:00,2017
5132,0.01,04,06,14:08:00,2017,담뱃불실화,산133-1,잠곡,철원,근남,강원,04,일요일,06,12:20:00,2017
5133,2,05,06,08:15:00,2017,쓰레기소각,산76,도흥,성주,선남,경북,04,일요일,06,12:07:00,2017
5134,0.1,04,06,13:45:00,2017,입산자실화,산47,용담,화천,사내,강원,04,일요일,06,11:58:00,2017
5135,0.3,04,06,16:00:00,2017,입산자실화,산1,고사,인제,인제,강원,04,일요일,06,10:50:00,2017
5136,0.03,03,06,16:30:00,2017,기타,산98,오록,봉화,물야,경북,03,토요일,06,14:00:00,2017
5137,0.03,03,06,15:30:00,2017,입산자실화,산65-1,,계양,다남,인천,03,토요일,06,12:40:00,2017
5138,0.03,03,06,12:50:00,2017,농산부산물소각,산65,주하,안동,와룡,경북,03,토요일,06,11:44:00,2017
5139,0.15,03,06,14:50:00,2017,입산자실화,산39,,양주,산북,경기,03,토요일,06,11:24:00,2017
5140,0.2,03,06,17:00:00,2017,기타,산53,상걸,춘천,동,강원,03,토요일,06,05:30:00,2017
5141,0.3,03,06,02:30:00,2017,기타,"산23-1(사),산7(국)",대흥,울진,울진,경북,02,금요일,06,19:00:00,2017
5142,0.01,02,06,19:30:00,2017,기타,산309,중산,구례,문척,전남,02,금요일,06,16:21:00,2017
5143,0.01,02,06,17:20:00,2017,입산자실화,산13,신기,순천,낙안,전남,02,금요일,06,15:10:00,2017
5144,0.06,02,06,16:00:00,2017,입산자실화,산202,북동,강릉,옥계,강원,02,금요일,06,14:50:00,2017
5145,0.01,02,06,15:30:00,2017,기타,산89-1,전곡,울진,금강송,경북,02,금요일,06,13:10:00,2017
5146,3.96,02,06,09:00:00,2017,입산자실화,산145-1,,노원,상계,서울,01,목요일,06,21:29:00,2017
5147,0.01,01,06,18:29:00,2017,입산자실화,산49-1,금화,칠곡,가산,경북,01,목요일,06,17:28:00,2017
5148,0.3,01,06,03:05:00,2017,담뱃불실화,산35-1,포진,원주,문막,강원,01,목요일,06,00:50:00,2017
5149,0.05,31,05,09:40:00,2017,입산자실화,산57-13,,관악,신림,서울,31,수요일,05,08:29:00,2017
5150,0.05,31,05,10:00:00,2017,기타,산3,,동,도,대구,31,수요일,05,05:41:00,2017
5151,0.03,30,05,14:20:00,2017,쓰레기소각,산101,고감,봉화,명호,경북,30,화요일,05,12:25:00,2017
5152,0.1,30,05,14:20:00,2017,농산부산물소각,산145외2필지,구천,봉화,상운,경북,30,화요일,05,11:20:00,2017
5153,0.03,29,05,17:00:00,2017,입산자실화,산108-26,성덕,장성,북일,전남,29,월요일,05,14:15:00,2017
5154,0.05,29,05,15:10:00,2017,농산부산물소각,산137,토곡,영양,청기,경북,29,월요일,05,13:00:00,2017
5155,0.02,28,05,16:45:00,2017,입산자실화,산34-4,월계,담양,용,전남,28,일요일,05,15:40:00,2017
5156,0.2,28,05,17:50:00,2017,입산자실화,산65-1(임),종,완주,화산,전북,28,일요일,05,15:10:00,2017
5157,0.1,28,05,17:05:00,2017,건축물화재비화,산8-1,사동,울진,기성,경북,28,일요일,05,14:51:00,2017
5158,0.02,28,05,18:30:00,2017,입산자실화,산144,상법,산청,차황,경남,28,일요일,05,14:50:00,2017
5159,0.01,28,05,14:58:00,2017,입산자실화,산211-1,대현,경주,산내,경북,28,일요일,05,13:35:00,2017
5160,0.03,28,05,13:30:00,2017,입산자실화,산19-1,학가,해남,송지,전남,28,일요일,05,10:10:00,2017
5161,0.05,27,05,17:50:00,2017,농산부산물소각,산48,광기,김천,감천,경북,27,토요일,05,16:34:00,2017
5162,0.2,27,05,18:35:00,2017,입산자실화,산26,지축,고양 덕양,,경기,27,토요일,05,16:10:00,2017
5163,0.01,27,05,15:10:00,2017,입산자실화,산51,,구리,아천,경기,27,토요일,05,13:10:00,2017
5164,1,27,05,17:50:00,2017,입산자실화,산61-1,평촌,김천,증산,경북,27,토요일,05,12:33:00,2017
5165,0.01,27,05,12:25:00,2017,쓰레기소각,산1-2,노동,평창,용평,강원,27,토요일,05,11:03:00,2017
5166,0.01,26,05,20:30:00,2017,기타,산41-1,기촌,단양,단양,충북,26,금요일,05,19:38:00,2017
5167,0.01,26,05,18:20:00,2017,기타,산7-1,,동,내,대구,26,금요일,05,16:54:00,2017
5168,0.02,26,05,13:50:00,2017,쓰레기소각,산40,,동,내,대구,26,금요일,05,12:33:00,2017
5169,0.01,26,05,12:30:00,2017,쓰레기소각,산9-2,당림,춘천,서,강원,26,금요일,05,11:07:00,2017
5170,0.01,25,05,17:00:00,2017,기타,산7,,북,연경,대구,25,목요일,05,15:28:00,2017
5171,0.05,25,05,14:40:00,2017,농산부산물소각,산22,개일,청송,현동,경북,25,목요일,05,13:31:00,2017
5172,0.05,25,05,15:00:00,2017,기타,산93,방동,춘천,서,강원,25,목요일,05,10:40:00,2017
5173,0.01,23,05,19:45:00,2017,쓰레기소각,산24-7임,궁평,화성,서신,경기,23,화요일,05,18:19:00,2017
5174,0.04,23,05,19:54:00,2017,입산자실화,산16,,경주,손곡,경북,23,화요일,05,17:34:00,2017
5175,0.01,23,05,18:00:00,2017,입산자실화,산65-4,양촌,고성,동해,경남,23,화요일,05,16:00:00,2017
5176,0.01,22,05,21:00:00,2017,입산자실화,산12,추평,충주,엄정,충북,22,월요일,05,19:08:00,2017
5177,0.05,22,05,19:30:00,2017,입산자실화,산9-1,양화,공주,계룡,충남,22,월요일,05,17:35:00,2017
5178,0.07,22,05,18:20:00,2017,입산자실화,산12,양악,장수,계북,전북,22,월요일,05,15:33:00,2017
5179,0.5,22,05,07:00:00,2017,기타,산54-1,원북,문경,가은,경북,22,월요일,05,03:00:00,2017
5180,0.03,21,05,14:30:00,2017,입산자실화,산97,문금,공주,유구,충남,21,일요일,05,13:00:00,2017
5181,0.02,21,05,13:40:00,2017,입산자실화,산31-1,용산,음성,음성,충북,21,일요일,05,12:30:00,2017
5182,0.1,21,05,17:00:00,2017,입산자실화,산385-1,상남,인제,상남,강원,21,일요일,05,12:30:00,2017
5183,0.05,20,05,19:10:00,2017,입산자실화,산15-1,금산,옥천,군서,충북,20,토요일,05,17:44:00,2017
5184,0.05,20,05,17:05:00,2017,입산자실화,산1,백자전,영동,용산,충북,20,토요일,05,16:03:00,2017
5185,0.06,20,05,17:22:00,2017,기타,산100-14,,관악,남현,서울,20,토요일,05,15:38:00,2017
5186,0.06,20,05,16:44:00,2017,입산자실화,산196,삼일,화천,사내,강원,20,토요일,05,15:25:00,2017
5187,0.04,20,05,14:19:00,2017,입산자실화,산50-1,덕암,정선,임계,강원,20,토요일,05,12:39:00,2017
5188,0.1,20,05,12:55:00,2017,입산자실화,62-3임,월운,양구,동,강원,20,토요일,05,11:10:00,2017
5189,0.01,20,05,11:04:00,2017,입산자실화,산21-1,,,개금,부산,20,토요일,05,09:50:00,2017
5190,0.06,19,05,14:35:00,2017,담뱃불실화,산697,대기,강릉,왕산,강원,19,금요일,05,13:32:00,2017
5191,0.7,19,05,21:15:00,2017,기타,산8-1,석포,봉화,석포,경북,19,금요일,05,12:25:00,2017
5192,0.1,19,05,08:10:00,2017,입산자실화,산21-1,항사,포항 남,오천,경북,19,금요일,05,04:50:00,2017
5193,0.3,18,05,16:30:00,2017,농산부산물소각,산8,,광산,대산,광주,18,목요일,05,15:10:00,2017
5194,0.03,09,05,16:15:00,2017,입산자실화,산13-4,흥업,원주,흥업,강원,09,화요일,05,14:50:00,2017
5195,0.05,08,05,19:00:00,2017,입산자실화,산2,상오안,홍천,홍천,강원,08,월요일,05,14:50:00,2017
5196,0.05,07,05,20:55:00,2017,기타,산82-1,한천,영주,봉현,경북,07,일요일,05,19:50:00,2017
5197,0.01,07,05,22:45:00,2017,기타,산1-37,조교,춘천,북산,강원,07,일요일,05,19:47:00,2017
5198,0.1,07,05,21:15:00,2017,입산자실화,산43,오항,춘천,북산,강원,07,일요일,05,19:14:00,2017
5199,2,08,05,07:00:00,2017,담뱃불실화,산70 외 2,사진,영덕,영해,경북,07,일요일,05,14:45:00,2017
5200,0.1,07,05,17:23:00,2017,입산자실화,산16-1,어성,보은,회남,충북,07,일요일,05,14:30:00,2017
5201,0.03,07,05,20:00:00,2017,입산자실화,산79-3,안양,안양 만안,,경기,07,일요일,05,13:05:00,2017
5202,0.03,07,05,08:00:00,2017,쓰레기소각,532-4,,도봉,도봉,서울,07,일요일,05,05:29:00,2017
5203,0.8,06,05,18:30:00,2017,농산부산물소각,산90외 1,수예,문경,가은,경북,06,토요일,05,16:30:00,2017
5204,0.13,06,05,17:12:00,2017,쓰레기소각,산89임,백미,화성,서신,경기,06,토요일,05,16:09:00,2017
5205,1,06,05,21:00:00,2017,입산자실화,산64,옹정,김포,통진,경기,06,토요일,05,15:40:00,2017
5206,57,09,05,06:34:00,2017,입산자실화,산293-1외 446필,어흘,강릉,성산,강원,06,토요일,05,15:32:00,2017
5207,0.1,06,05,20:00:00,2017,입산자실화,산79-3,안양,안양 만안,,경기,06,토요일,05,14:35:00,2017
5208,0.01,06,05,16:30:00,2017,건축물화재비화,산126외 2필,도관,홍천,내촌,강원,06,토요일,05,14:24:00,2017
5209,0.1,06,05,15:55:00,2017,쓰레기소각,산110-1,독양,예천,보문,경북,06,토요일,05,14:19:00,2017
5210,0.5,06,05,15:40:00,2017,입산자실화,245-3임,,화성,기안,경기,06,토요일,05,14:18:00,2017
5211,13,08,05,16:30:00,2017,농산부산물소각,산108임 외,덕가,상주,사벌,경북,06,토요일,05,14:10:00,2017
5212,0.02,06,05,14:36:00,2017,입산자실화,산30,신안,고성,간성,강원,06,토요일,05,13:59:00,2017
5213,0.06,06,05,13:50:00,2017,쓰레기소각,산110-6임,전곡,화성,서신,경기,06,토요일,05,12:56:00,2017
5214,0.5,06,05,18:00:00,2017,입산자실화,산8-2,외방,남양주,수동,경기,06,토요일,05,12:30:00,2017
5215,0.1,06,05,13:47:00,2017,입산자실화,산49,용담,청주 상당,,충북,06,토요일,05,12:28:00,2017
5216,0.01,06,05,12:46:00,2017,기타,산1-13,양구,영양,영양,경북,06,토요일,05,11:50:00,2017
5217,270,09,05,11:20:00,2017,입산자실화,산83외 232필,점,삼척,도계,강원,06,토요일,05,11:42:00,2017
5218,0.05,06,05,18:30:00,2017,입산자실화,산105-1외 2,화암,청양,화성,충남,06,토요일,05,05:30:00,2017
5219,0.01,05,05,20:30:00,2017,입산자실화,산50,월운,홍천,동,강원,05,금요일,05,18:23:00,2017
5220,0.01,05,05,18:30:00,2017,입산자실화,산14-1,온암,청양,남양,충남,05,금요일,05,17:49:00,2017
5221,0.3,05,05,18:12:00,2017,입산자실화,산1-1,명암,제천,봉양,충북,05,금요일,05,15:15:00,2017
5222,0.05,05,05,15:45:00,2017,입산자실화,산189,대기,강릉,왕산,강원,05,금요일,05,15:04:00,2017
5223,0.1,05,05,16:05:00,2017,입산자실화,산120-4,낙동,정선,남,강원,05,금요일,05,14:50:00,2017
5224,1,05,05,17:00:00,2017,입산자실화,산1-3,도계,영양,일월,경북,05,금요일,05,13:30:00,2017
5225,0.5,05,05,12:30:00,2017,기타,산89,,수성,욱수,대구,04,목요일,05,18:53:00,2017
5226,0.1,03,05,23:50:00,2017,입산자실화,산53-5,내덕,영월,상동,강원,03,수요일,05,20:27:00,2017
5227,0.5,03,05,22:00:00,2017,기타,산1-4,,서,공촌,인천,03,수요일,05,20:21:00,2017
5228,0.01,03,05,19:00:00,2017,담뱃불실화,산58,구읍,파주,적성,경기,03,수요일,05,17:28:00,2017
5229,0.01,03,05,18:30:00,2017,입산자실화,산1-2,팔괴,영월,영월,강원,03,수요일,05,17:19:00,2017
5230,0.05,03,05,19:00:00,2017,농산부산물소각,산32,화동,홍천,북방,강원,03,수요일,05,17:02:00,2017
5231,0.03,03,05,18:00:00,2017,기타,산188-1,두야,태안,근흥,충남,03,수요일,05,16:30:00,2017
5232,0.05,03,05,17:45:00,2017,기타,산14-1외 1필지,옹암,홍성,광천,충남,03,수요일,05,16:00:00,2017
5233,0.1,03,05,16:22:00,2017,입산자실화,산46-1,용유,상주,화북,경북,03,수요일,05,15:23:00,2017
5234,0.5,03,05,19:30:00,2017,입산자실화,산53-1,내덕,영월,상동,강원,03,수요일,05,14:30:00,2017
5235,0.01,03,05,15:40:00,2017,입산자실화,산1,중촌,거창,가북,경남,03,수요일,05,14:20:00,2017
5236,0.5,03,05,16:15:00,2017,농산부산물소각,산3외 2필지,하림,여주,대신,경기,03,수요일,05,12:50:00,2017
5237,0.2,03,05,15:40:00,2017,담뱃불실화,산28,갈곡,파주,법원,경기,03,수요일,05,12:50:00,2017
5238,0.5,03,05,16:00:00,2017,입산자실화,산73-44,대성,가평,청평,경기,03,수요일,05,12:44:00,2017
5239,0.3,03,05,17:00:00,2017,입산자실화,산180,성동,홍천,북방,강원,03,수요일,05,11:17:00,2017
5240,0.05,03,05,04:30:00,2017,입산자실화,산77-3,운암,공주,사곡,충남,03,수요일,05,00:30:00,2017
5241,0.2,02,05,22:20:00,2017,건축물화재비화,산37,여물,양평,청운,경기,02,화요일,05,20:40:00,2017
5242,0.06,02,05,22:00:00,2017,입산자실화,129-3(임),옥현,당진,고대,충남,02,화요일,05,18:00:00,2017
5243,0.05,02,05,15:33:00,2017,입산자실화,산3,화포,고성,거진,강원,02,화요일,05,15:01:00,2017
5244,0.3,02,05,20:00:00,2017,쓰레기소각,"산12-2,112",와야,홍천,내촌,강원,02,화요일,05,14:54:00,2017
5245,0.05,02,05,15:10:00,2017,입산자실화,산201,비두,원주,문막,강원,02,화요일,05,13:20:00,2017
5246,0.2,02,05,16:00:00,2017,입산자실화,산112,이곡,가평,북,경기,02,화요일,05,13:10:00,2017
5247,0.1,02,05,13:30:00,2017,농산부산물소각,산24,정산,원주,부론,강원,02,화요일,05,12:30:00,2017
5248,0.1,01,05,17:00:00,2017,쓰레기소각,산71-2,공흥,양평,양평,경기,01,월요일,05,15:00:00,2017
5249,0.01,18,06,04:00:00,2017,기타,산59,,구리,아천,경기,18,일요일,06,00:16:00,2017
5250,0.03,19,06,13:58:00,2017,입산자실화,산17-1,봉황,충주,중앙탑,충북,19,월요일,06,12:47:00,2017
5251,0.06,19,06,19:00:00,2017,입산자실화,산36,묵현,남양주,화도,경기,19,월요일,06,16:36:00,2017
5252,0.2,19,06,19:50:00,2017,기타,산109,장림,의성,단촌,경북,19,월요일,06,17:17:00,2017
5253,0.05,20,06,00:00:00,2017,쓰레기소각,산257,수하,홍천,서석,강원,19,월요일,06,21:14:00,2017
5254,0.06,19,06,16:50:00,2017,입산자실화,산177-1,유탕,장성,장성,전남,19,월요일,06,12:45:00,2017
5255,0.04,19,06,20:45:00,2017,입산자실화,산2,중,홍성,서부,충남,19,월요일,06,17:50:00,2017
5256,0.05,19,06,18:50:00,2017,기타,산54,금매,군위,효령,경북,19,월요일,06,15:30:00,2017
5257,0.3,20,06,14:30:00,2017,입산자실화,산55,신원,용인,포곡,경기,20,화요일,06,07:17:00,2017
5258,0.01,21,06,16:10:00,2017,입산자실화,산92-2,문혜,철원,갈말,강원,21,수요일,06,14:37:00,2017
5259,0.01,21,06,15:00:00,2017,주택화재비화,239-7,부항,광주,곤지암,경기,21,수요일,06,12:46:00,2017
5260,0.13,21,06,05:30:00,2017,기타,산204-1,,도봉,창,서울,20,화요일,06,23:17:00,2017
5261,0.05,22,06,16:35:00,2017,기타,산35,대부,합천,청덕,경남,22,목요일,06,14:39:00,2017
5262,0.05,22,06,08:30:00,2017,기타,산119,화봉,홍성,은하,충남,22,목요일,06,04:00:00,2017
5263,0.2,22,06,17:00:00,2017,입산자실화,산38-1,,동,소호,대전,22,목요일,06,12:05:00,2017
5264,0.01,22,06,16:00:00,2017,기타,산6-1,약석,문경,산북,경북,22,목요일,06,14:24:00,2017
5265,0.04,21,06,18:00:00,2017,입산자실화,산174,매월,양평,양동,경기,21,수요일,06,15:40:00,2017
5266,0.01,23,06,07:55:00,2017,입산자실화,산15-1,금산,옥천,군서,충북,23,금요일,06,03:49:00,2017
5267,0.1,23,06,08:30:00,2017,입산자실화,산114-63,문호,양평,서종,경기,23,금요일,06,03:37:00,2017
5268,0.02,18,03,12:30:00,2017,쓰레기소각,산26,,금남,달전,세종,18,토요일,03,11:55:00,2017
5269,0.3,25,06,16:40:00,2017,쓰레기소각,산48,가계,산청,생비량,경남,25,일요일,06,15:04:00,2017
5270,0.01,23,06,18:00:00,2017,입산자실화,산1,병지방,횡성,갑천,강원,23,금요일,06,14:30:00,2017
5271,0.03,23,06,15:00:00,2017,입산자실화,산6,산수,서산,해미,충남,23,금요일,06,12:20:00,2017
5272,0.02,22,06,18:00:00,2017,입산자실화,산62,내현,양양,서,강원,22,목요일,06,16:52:00,2017
5273,0.1,23,06,23:20:00,2017,입산자실화,산89,삼청,임실,성수,전북,23,금요일,06,17:30:00,2017
5274,0.3,23,06,19:20:00,2017,기타,산116-24임,중송,화성,송산,경기,23,금요일,06,15:37:00,2017
5275,0.02,24,06,16:00:00,2017,입산자실화,산120,오음,신안,장산,전남,24,토요일,06,14:15:00,2017
5276,0.03,23,06,17:00:00,2017,기타,산207,문곡,김천,남,경북,23,금요일,06,14:24:00,2017
5277,0.01,23,06,19:40:00,2017,기타,산191-1,,수성,만촌,대구,23,금요일,06,18:10:00,2017
5278,1.2,24,06,16:00:00,2017,입산자실화,산1-1,대산,금산,제원,충남,23,금요일,06,14:19:00,2017
5279,0.04,23,06,17:30:00,2017,입산자실화,산40,사전,고령,우곡,경북,23,금요일,06,16:23:00,2017
5280,0.01,20,07,13:10:00,2017,기타,산54-9,북토,경주,외동,경북,20,목요일,07,12:30:00,2017
5281,0.5,22,07,18:00:00,2017,기타,산118-1,,양산,평산,경남,22,토요일,07,09:00:00,2017
5282,0.1,28,07,19:21:00,2017,기타,산122--1,용아,진주,금산,경남,28,금요일,07,16:28:00,2017
5283,0.02,02,09,16:30:00,2017,입산자실화,산108,3가,서,서대신,부산,02,토요일,09,14:13:00,2017
5284,0.1,16,09,00:00:00,2017,입산자실화,산209,송현,태안,소원,충남,15,금요일,09,20:00:00,2017
5285,0.01,26,09,16:30:00,2017,입산자실화,산151-1,중촌,합천,가회,경남,26,화요일,09,14:10:00,2017
5286,0.01,30,09,16:10:00,2017,쓰레기소각,산48-1,가계,산청,생비량,경남,30,토요일,09,14:16:00,2017
5287,0.01,22,10,16:05:00,2017,쓰레기소각,산56,구칠,기장,철마,부산,22,일요일,10,14:52:00,2017
5288,0.03,30,10,19:30:00,2017,기타,350-31(임),,양천,신월,서울,30,월요일,10,18:34:00,2017
5289,0.01,31,10,12:10:00,2017,입산자실화,산153-2,세진,창녕,유어,경남,31,화요일,10,11:07:00,2017
5290,0.01,30,10,17:30:00,2017,입산자실화,산1-4,원풍,괴산,연풍,충북,30,월요일,10,15:10:00,2017
5291,0.3,01,11,07:10:00,2017,기타,산167,오봉,김천,남,경북,01,수요일,11,03:40:00,2017
5292,0.2,02,11,11:40:00,2017,기타,산22-1,,유성,방,대전,02,목요일,11,10:25:00,2017
5293,0.1,07,11,15:30:00,2017,입산자실화,산7-1,,군산,미룡,전북,07,화요일,11,13:40:00,2017
5294,0.03,08,11,05:42:00,2017,기타,산75,서원,아산,염치,충남,08,수요일,11,03:37:00,2017
5295,0.09,07,11,17:50:00,2017,입산자실화,산281,,하남,상산곡,경기,07,화요일,11,14:20:00,2017
5296,0.02,08,11,16:10:00,2017,기타,134-4(임),개곡,김포,월곶,경기,08,수요일,11,13:08:00,2017
5297,0.1,08,11,23:30:00,2017,입산자실화,산23,대현,산청,오부,경남,08,수요일,11,21:38:00,2017
5298,6.5,10,11,14:30:00,2017,기타,산21-2,설마,파주,적성,경기,10,금요일,11,01:20:00,2017
5299,0.1,12,11,10:30:00,2017,담뱃불실화,산147,합덕,포항,죽장,경북,11,토요일,11,18:20:00,2017
5300,0.04,14,11,16:30:00,2017,기타,산46-1,,유성,하기,대전,14,화요일,11,15:53:00,2017
5301,0.15,16,11,15:00:00,2017,기타,산57-1,삼성,양평,용문,경기,16,목요일,11,13:50:00,2017
5302,0.5,16,11,16:13:00,2017,입산자실화,산275-1,물걸,홍천,내촌,강원,16,목요일,11,15:08:00,2017
5303,0.03,15,11,18:00:00,2017,입산자실화,산5,손목,합천,용주,경남,15,수요일,11,15:20:00,2017
5304,0.05,16,11,16:10:00,2017,기타,산24,금봉,성주,가천,경북,16,목요일,11,14:49:00,2017
5305,0.09,16,11,14:30:00,2017,입산자실화,산86,대하,평창,평창,강원,16,목요일,11,13:15:00,2017
5306,0.04,15,11,17:30:00,2017,쓰레기소각,산93-1외2필지,본리,성주,용암,경북,15,수요일,11,15:30:00,2017
5307,0.1,16,11,16:30:00,2017,기타,산19-29,삼봉,남양주,조안,경기,16,목요일,11,14:16:00,2017
5308,0.07,16,11,13:00:00,2017,쓰레기소각,429-85,쌍학,양평,양동,경기,16,목요일,11,10:40:00,2017
5309,0.03,17,11,09:00:00,2017,쓰레기소각,산43-8,영장,파주,광탄,경기,17,금요일,11,07:11:00,2017
5310,0.01,17,11,07:35:00,2017,기타,산37-1,하송,포항,송라,경북,17,금요일,11,07:04:00,2017
5311,0.01,19,11,15:10:00,2017,입산자실화,산71,,경주,배,경북,19,일요일,11,13:56:00,2017
5312,0.3,20,11,14:03:00,2017,쓰레기소각,산19,조전,영월,남,강원,20,월요일,11,11:58:00,2017
5313,0.1,18,11,18:50:00,2017,입산자실화,산47,,동,하소,대전,18,토요일,11,17:48:00,2017
5314,0.05,19,11,14:30:00,2017,입산자실화,산267,유천,정선,여량,강원,19,일요일,11,13:36:00,2017
5315,0.1,20,11,08:30:00,2017,기타,산20-4,하송,포항,송라,경북,20,월요일,11,05:00:00,2017
5316,0.3,19,11,18:00:00,2017,입산자실화,산8-9,신안,금산,제원,충남,18,토요일,11,17:34:00,2017
5317,0.5,16,11,17:43:00,2017,기타,"산143,164",유천,화순,동복,전남,16,목요일,11,16:20:00,2017
5318,0.03,20,11,11:40:00,2017,입산자실화,산205-4,,중,다운,울산,20,월요일,11,10:19:00,2017
5319,0.01,20,11,12:30:00,2017,입산자실화,산182,서흥,순창,팔덕,전북,20,월요일,11,11:05:00,2017
5320,0.01,21,11,12:10:00,2017,쓰레기소각,산105,대남,함양,서상,경남,21,화요일,11,11:23:00,2017
5321,0.5,22,11,11:05:00,2017,기타,산23,대현,산청,오부,경남,22,수요일,11,04:50:00,2017
5322,0.1,22,11,19:30:00,2017,입산자실화,산1,유계,공주,의당,충남,22,수요일,11,08:25:00,2017
5323,0.8,23,11,10:40:00,2017,입산자실화,산125,월곡,영천,화남,경북,23,목요일,11,05:40:00,2017
5324,0.01,23,11,14:20:00,2017,기타,산27,오평,칠곡,북삼,경북,23,목요일,11,13:20:00,2017
5325,0.03,25,11,15:10:00,2017,입산자실화,산96-4,다산,경주,강동,경북,25,토요일,11,14:15:00,2017
5326,0.07,27,11,16:00:00,2017,쓰레기소각,산2,,금정,금성,부산,27,월요일,11,15:00:00,2017
5327,0.01,25,11,17:30:00,2017,기타,산23,대현,산청,오부,경남,25,토요일,11,16:04:00,2017
5328,0.05,26,11,22:25:00,2017,기타,산58-1,갈곡,경주,천북,경북,26,일요일,11,21:05:00,2017
5329,0.03,25,11,16:35:00,2017,쓰레기소각,산18,주평,담양,수북,전남,25,토요일,11,14:20:00,2017
5330,0.01,30,11,12:20:00,2017,쓰레기소각,산109,효정,창녕,대지,경남,30,목요일,11,10:38:00,2017
5331,0.2,29,11,16:00:00,2017,쓰레기소각,산9-1,서덕,여수,돌산,전남,29,수요일,11,11:28:00,2017
5332,0.05,30,11,12:20:00,2017,쓰레기소각,산82,장전평,홍천,홍천,강원,30,목요일,11,11:14:00,2017
5333,0.01,29,11,14:50:00,2017,담뱃불실화,산313,용산,진주,명석,경남,29,수요일,11,13:10:00,2017
5334,0.02,24,11,01:30:00,2017,기타,480-10,기룡,기장,장안,부산,23,목요일,11,23:46:00,2017
5335,0.13,30,11,14:58:00,2017,기타,산82-4,상광교,수원,장안,경기,30,목요일,11,14:05:00,2017
5336,0.01,30,11,16:48:00,2017,쓰레기소각,산50,수개,창녕,남지,경남,30,목요일,11,14:51:00,2017
