,피해면적합계,진화종료 일,진화종료 월,진화종료 일시,진화종료 연도,발생원인,발생장소_지번,발생장소_동리,발생장소_시군구,발생장소_읍면,발생장소_시도,발생일,발생요일,발생월,발생시간,발생연도
1267,0.01,25,05,16:20:00,2013,입산자실화,산97-1,외구,사천,서포,경남,25,토요일,05,14:20:00,2013
1268,0.01,12,04,15:20:00,2013,입산자실화,산174-9,오,기장,장안,부산,12,금요일,04,14:50:00,2013
1269,0.01,16,03,16:00:00,2013,기타,산103-3,,동래,명장,부산,16,토요일,03,15:49:00,2013
1270,0.01,14,01,16:00:00,2013,기타,산165-3,덕선,기장,장안,부산,14,월요일,01,15:30:00,2013
1271,0.01,24,02,14:22:00,2013,기타,산390,,동,운림,광주,24,일요일,02,14:08:00,2013
1272,33.2,09,03,18:10:00,2013,기타,산116,,북,시례,울산,09,토요일,03,14:18:00,2013
1273,0.3,08,05,21:30:00,2013,입산자실화,산62-3,사암,영덕,남정,경북,08,수요일,05,18:46:00,2013
1274,13.8,09,05,08:55:00,2013,입산자실화,산62-3,사암,영덕,남정,경북,08,수요일,05,23:00:00,2013
1275,0.01,09,06,19:30:00,2013,기타,산16,흑석,괴산,문광,충북,09,일요일,06,17:00:00,2013
1276,0.1,11,06,05:00:00,2013,기타,산2-1,,남동,만수,인천,10,월요일,06,22:19:00,2013
1277,0.03,04,06,17:00:00,2013,기타,산71 외1,봉영,고흥,동일,전남,04,화요일,06,16:00:00,2013
1278,0.01,11,06,19:20:00,2013,입산자실화,산112,청,양구,남,강원,11,화요일,06,15:55:00,2013
1279,0.01,01,04,15:10:00,2013,입산자실화,산14-1,만천,춘천,동,강원,01,월요일,04,14:20:00,2013
1280,0.01,28,06,04:00:00,2013,기타,37-658,,남동,간석,인천,28,금요일,06,03:01:00,2013
1281,0.02,10,08,05:57:00,2013,입산자실화,산8,5가,영도,봉래,부산,10,토요일,08,05:57:00,2013
1282,0.5,12,08,08:38:00,2013,기타,산128-63,풍곡,삼척,가곡,강원,11,일요일,08,16:55:00,2013
1283,0.3,18,08,18:50:00,2013,입산자실화,산202-11,관춘,해남,황산,전남,18,일요일,08,16:50:00,2013
1284,0.1,17,08,23:20:00,2013,입산자실화,산23-1,죽동,경주,외동,경북,17,토요일,08,21:24:00,2013
1285,0.1,17,08,16:10:00,2013,담뱃불실화,산58,장성,포항,북,경북,17,토요일,08,13:06:00,2013
1286,0.3,15,08,07:15:00,2013,기타,산88,중마읍,삼척,노곡,강원,14,수요일,08,17:55:00,2013
1287,0.7,22,08,14:30:00,2013,입산자실화,산18-1,눌옥도,진도,조도,전남,21,수요일,08,20:00:00,2013
1288,0.1,23,09,15:00:00,2013,쓰레기소각,산155,강양,울주,온산,울산,23,월요일,09,10:57:00,2013
1289,0.01,24,09,15:00:00,2013,입산자실화,산1-12,봉암,창원,마산회원,경남,24,화요일,09,12:30:00,2013
1290,0.01,27,09,18:30:00,2013,쓰레기소각,산130,강곡,김천,조마,경북,27,금요일,09,15:50:00,2013
1291,0.02,22,10,16:30:00,2013,입산자실화,63,노동,공주,유구,충남,22,화요일,10,11:40:00,2013
1292,0.1,20,10,14:30:00,2013,입산자실화,산131-1,신용,익산,금마,전북,20,일요일,10,10:31:00,2013
1293,0.01,25,10,13:40:00,2013,입산자실화,산17-1,신시도,군산,옥도,전북,25,금요일,10,13:18:00,2013
1294,0.02,24,10,22:08:00,2013,담뱃불실화,산42-66,,해운대,중,부산,24,목요일,10,21:11:00,2013
1295,0.01,27,10,13:40:00,2013,입산자실화,산1,하신,공주,반포,충남,27,일요일,10,12:07:00,2013
1296,0.01,27,10,11:50:00,2013,기타,산29-89,,도봉,도봉,서울,27,일요일,10,11:00:00,2013
1297,3,27,10,09:10:00,2013,기타,"산 1,2",외병도,진도,조도,전남,26,토요일,10,15:30:00,2013
1298,0.05,29,10,16:54:00,2013,입산자실화,산46,송암,춘천,사북,강원,29,화요일,10,14:30:00,2013
1299,0.1,27,10,17:40:00,2013,기타,산58,청강,기장,기장,부산,27,일요일,10,14:40:00,2013
1300,0.1,30,10,15:50:00,2013,입산자실화,산66,갈산,익산,성당,전북,30,수요일,10,12:20:00,2013
1301,0.01,04,11,16:30:00,2013,입산자실화,산64-1,대청,김해,장유,경남,04,월요일,11,12:27:00,2013
1302,0.1,05,11,15:40:00,2013,입산자실화,산26-2,삼창,영천,화남,경북,05,화요일,11,14:25:00,2013
1303,0.01,08,11,21:51:00,2013,기타,산26-1,청곡,양양,양양,강원,08,금요일,11,21:31:00,2013
1304,0.01,19,11,04:43:00,2013,입산자실화,산256,장성,포항`,북,경북,19,화요일,11,04:43:00,2013
1305,0.01,20,11,07:40:00,2013,입산자실화,산102,화천,영덕,영덕,경북,20,수요일,11,05:53:00,2013
1306,0.1,21,11,08:40:00,2013,기타,산473,장기,포항,남,경북,21,목요일,11,07:10:00,2013
1307,0.03,01,12,22:40:00,2013,담뱃불실화,산31,금산,강릉,성산,강원,01,일요일,12,21:40:00,2013
1308,0.15,04,12,16:50:00,2013,입산자실화,산51-1,당지,영천,화산,경북,04,수요일,12,14:50:00,2013
1309,0.01,06,12,14:45:00,2013,입산자실화,산33,중광정,양양,현북,강원,06,금요일,12,14:06:00,2013
1310,0.25,16,12,23:00:00,2013,기타,산2-2,장전,부산,금정,부산,16,월요일,12,20:11:00,2013
1311,0.05,24,11,18:20:00,2013,입산자실화,산199,노이,달성,논공,대구,24,일요일,11,17:25:00,2013
1312,0.05,23,11,02:30:00,2013,기타,산85,,태백,하사미,강원,22,금요일,11,22:17:00,2013
1313,0.01,24,11,08:00:00,2013,담뱃불실화,산65-60,,동,범일,부산,24,일요일,11,04:09:00,2013
1314,0.02,30,10,15:37:00,2013,기타,산57,청강,기장,기장,부산,30,수요일,10,13:45:00,2013
1315,0.1,27,12,19:55:00,2013,기타,산7-1,,남양주,능내,경기,27,금요일,12,16:20:00,2013
1316,0.5,27,12,22:30:00,2013,입산자실화,산4-1,주동,김해,대동,경남,27,금요일,12,16:40:00,2013
1317,0.8,10,03,15:30:00,2013,기타,산934-3,귀산,보성,문덕,전남,10,일요일,03,15:00:00,2013
1318,0.02,07,06,16:30:00,2013,입산자실화,1002-39임,만천,춘천,동,강원,07,금요일,06,15:02:00,2013
1319,0.2,24,05,15:40:00,2013,입산자실화,산146,도천,고흥,과역,전남,24,금요일,05,13:30:00,2013
1320,0.2,31,12,16:35:00,2013,기타,산3,읍내,무주,무주,전북,31,화요일,12,14:00:00,2013
1321,0.5,31,12,15:40:00,2013,쓰레기소각,산203,가사도,진도,조도,전남,31,화요일,12,13:10:00,2013
1322,0.03,17,12,22:00:00,2013,입산자실화,산42-1,구포,북,,부산,17,화요일,12,19:15:00,2013
1323,0.3,31,12,23:59:00,2013,입산자실화,산52,시방,거제,장목,경남,31,화요일,12,23:30:00,2013
1324,0.2,12,03,15:15:00,2013,쓰레기소각,산34,백봉,괴산,청안,충북,12,화요일,03,14:30:00,2013
1325,0.2,12,03,15:00:00,2013,기타,산110-2,대곡,완도,신지,전남,12,화요일,03,13:20:00,2013
1326,0.3,12,03,16:00:00,2013,기타,산20,금성,김제,금산,전북,12,화요일,03,13:15:00,2013
1327,0.2,11,03,17:05:00,2013,기타,산122-1,삭양,강진,병영,전남,11,월요일,03,15:30:00,2013
1328,0.01,11,03,15:30:00,2013,기타,산79-1,서곡,남원,이백,전북,11,월요일,03,14:42:00,2013
1329,0.1,11,03,15:00:00,2013,기타,산111-1,성재,영암,서호,전남,11,월요일,03,14:20:00,2013
1330,0.3,11,03,15:00:00,2013,기타,산42,,나주,보산,전남,11,월요일,03,13:20:00,2013
1331,0.1,11,03,13:30:00,2013,기타,산86,군량,양구,양구,강원,11,월요일,03,12:50:00,2013
1332,0.1,11,03,13:15:00,2013,입산자실화,산108,,금정,서,부산,11,월요일,03,12:45:00,2013
1333,1,11,03,08:55:00,2013,기타,산35-1,가천,상주,청리,경북,10,일요일,03,20:00:00,2013
1334,0.3,10,03,17:20:00,2013,기타,산76-3,이천,영암,신북,전남,10,일요일,03,15:30:00,2013
1335,0.03,10,03,15:19:00,2013,기타,산12-415,,서초,내곡,서울,10,일요일,03,14:50:00,2013
1336,2.2,09,03,16:50:00,2013,기타,산80,하장,고창,상하,전북,09,토요일,03,11:55:00,2013
1337,1,10,03,02:10:00,2013,쓰레기소각,산85,,제주,월평,제주,09,토요일,03,11:53:00,2013
1338,0.2,09,03,14:50:00,2013,기타,산73,괴목,무주,정상,전북,09,토요일,03,11:35:00,2013
1339,0.5,09,03,14:50:00,2013,쓰레기소각,산49,진동,부안,행안,전북,09,토요일,03,11:10:00,2013
1340,0.1,08,03,13:50:00,2013,입산자실화,산53-14,강구,영덕,강구,경북,08,금요일,03,12:25:00,2013
1341,1,08,03,14:30:00,2013,쓰레기소각,산270,하월천,양양,현남,강원,08,금요일,03,12:13:00,2013
