ID,화재발생일자,화재발생시간,화재발생_연도,화재발생_월,화재발생_일,요일,화재발생시간대,시도명,시군구명,읍면동명,발화지점,날씨,온도,습도,시간단위풍속,특보내용,발화종합,발화원인,발화요인대분류명,접수일자,접수시각,소방서명,서센터명,소방지역대명,출동일자,출동시각,현장도착일자,현장도착시각,출동소요시간	,현장소방서거리,현장안전센터거리,현장소방지역대거리,초진일자,초진시각,전체인력수합계,완진일자,완진시간,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
91,2014-01-16,10:44:00,2014,1,16,3,9~12,강원도,정선군,북평면,산중턱,맑음,6,50,225,,인간의 부주의,모닥불,부주의,20140116,104453,정선소방서,조양119안전센터,북평119지역대,20140116,104531,20140116,105031,500,18,18,9.0,20140116,14031,136,20140116,143031,34000,18,0,0,0.2
92,2014-01-19,19:31:00,2014,1,19,6,18~21,강원도,원주시,신림면,산아래,맑음,-2,48,45,,인간의 부주의,담뱃불,부주의,20140119,193145,원주소방서,신림119안전센터,,20140119,193258,20140119,194738,1440,22,3,0.0,20140119,81347,66,20140119,201758,3020,6,0,0,0.02
93,2014-03-03,11:37:00,2014,3,3,0,9~12,강원도,원주시,흥업면,산아래,맑음,10,60,315,,인간의 부주의,논/밭두렁,부주의,20140303,113742,원주소방서,혁신119안전센터,명륜119지역대,20140303,114019,20140303,120953,2934,27,27,0.0,20140303,121850,53,20140303,121917,924,13,0,0,0.1
94,2014-03-03,14:06:00,2014,3,3,0,12~15,강원도,원주시,관설동,산아래,맑음,10,25,315,,인간의 부주의,논/밭두렁,부주의,20140303,140632,원주소방서,단구119안전센터,,20140303,140724,20140303,141644,920,5,4,0.0,20140303,23256,70,20140303,144602,2918,10,0,0,0.06
95,2014-03-07,11:51:00,2014,3,7,4,9~12,강원도,영월군,김삿갓면,산아래,맑음,2,17,315,건조주의보,인간의 부주의,논/밭두렁,부주의,20140307,115157,영월소방서,중동119안전센터,김삿갓119지역대,20140307,115445,20140307,120217,732,12,20,5.0,20140307,24542,411,20140307,211000,90743,19,0,0,2.0
96,2014-03-07,13:37:00,2014,3,7,4,12~15,강원도,춘천시,서면,산아래,맑음,5,23,315,,인간의 부주의,담뱃불,부주의,20140307,133758,춘천소방서,강촌119안전센터,,20140307,133908,20140307,135216,1308,21,9,0.0,20140307,23023,58,20140307,145228,10012,5,0,0,0.05
97,2014-03-07,15:08:00,2014,3,7,4,15~18,강원도,홍천군,북방면,산아래,맑음,5,13,225,,미상,기타,기타,20140307,150806,홍천소방서,홍천119안전센터,북방119지역대,20140307,151026,20140307,152726,1700,16,16,14.0,20140307,34343,107,20140307,164500,11734,10,0,0,0.2
98,2014-03-10,10:19:00,2014,3,10,0,9~12,강원도,화천군,화천읍,평지,맑음,5,0,270,,인간의 부주의,논/밭두렁,부주의,20140310,101949,춘천소방서,화천119안전센터,,20140310,102112,20140310,102600,448,40,5,0.0,20140310,104200,95,20140310,114400,11800,3,0,0,0.12
99,2014-03-24,16:24:00,2014,3,24,0,15~18,강원도,홍천군,두촌면,산아래,맑음,16,0,180,,인간의 부주의,기타,부주의,20140324,162458,홍천소방서,홍천119안전센터,두촌119지역대,20140324,162704,20140324,163059,355,24,24,2.0,20140324,52059,128,20140324,173131,10032,9,0,0,0.2
100,2014-03-24,19:14:00,2014,3,24,0,18~21,강원도,양양군,강현면,산아래,맑음,15,31,225,건조주의보,기계/전기/화학 요인,기타,전기적요인,20140324,191408,양양소방서,양양119안전센터,,20140324,191514,20140324,192408,854,13,7,0.0,20140324,80700,615,20140324,202000,5552,34,0,4332,0.3
101,2014-03-27,15:48:00,2014,3,27,3,15~18,강원도,철원군,갈말읍,산중턱,맑음,21,27,225,,인간의 부주의,입산자실화,부주의,20140327,154843,철원소방서,태봉119안전센터,,20140327,154922,20140327,155225,303,1,9,0.0,20140327,43822,38,20140327,164852,5627,10,0,0,0.03
102,2014-03-27,17:26:00,2014,3,27,3,15~18,강원도,홍천군,서면,산중턱,맑음,22,19,270,,인간의 부주의,기타,부주의,20140327,172628,홍천소방서,양덕원119안전센터,서면119지역대,20140327,172720,20140327,174016,1256,47,26,8.0,20140327,63914,104,20140327,185711,11655,11,0,310,0.2
103,2014-03-27,18:29:00,2014,3,27,3,18~21,강원도,평창군,용평면,산아래,맑음,17,32,270,,미상,미상,미상,20140327,182946,평창소방서,봉평119안전센터,,20140327,183044,20140327,190006,2922,48,27,17.0,20140327,81932,263,20140327,202024,12018,17,0,1340,0.15
104,2014-04-01,13:42:00,2014,4,1,1,12~15,강원도,횡성군,서원면,산아래,구름조금,22,23,180,,기계/전기/화학 요인,기타,전기적요인,20140401,134236,횡성소방서,횡성119안전센터,서원119지역대,20140401,134300,20140401,135800,1500,18,18,5.0,20140401,22500,103,20140401,144700,4900,68,0,0,0.2
105,2014-04-09,13:52:00,2014,4,9,2,12~15,강원도,영월군,수주면,산아래,맑음,23,24,270,,인간의 부주의,논/밭두렁,부주의,20140409,135210,영월소방서,주천119안전센터,,20140409,135318,20140409,141518,2200,38,19,0.0,20140409,23018,145,20140409,150018,4500,26,0,0,0.0
106,2014-04-10,13:04:00,2014,4,10,3,12~15,강원도,양구군,남면,산아래,맑음,21,37,225,,인간의 부주의,기타,부주의,20140410,130414,춘천소방서,양구119안전센터,남면119지역대,20140410,130522,20140410,131633,1111,60,10,4.0,20140410,15442,78,20140410,135743,4110,10,0,0,0.05
107,2014-04-10,15:08:00,2014,4,10,3,15~18,강원도,철원군,갈말읍,산아래,구름조금,20,28,315,,인간의 부주의,담뱃불,부주의,20140410,150810,철원소방서,태봉119안전센터,,20140410,151010,20140410,151143,133,1,7,0.0,20140410,34246,71,20140410,154246,3103,6,0,0,0.03
108,2014-04-11,14:25:00,2014,4,11,4,12~15,강원도,춘천시,동면,산중턱,구름조금,22,31,315,,인간의 부주의,담뱃불,부주의,20140411,142527,춘천소방서,후평119안전센터,,20140411,145039,20140411,155039,0,30,30,0.0,20140411,43039,73,20140411,164039,5000,4,0,0,0.01
109,2014-04-11,17:27:00,2014,4,11,4,15~18,강원도,원주시,지정면,산정상,구름조금,18,53,270,,인간의 부주의,담뱃불,부주의,20140411,172700,원주소방서,문막119안전센터,,20140411,172800,20140411,175319,2519,25,11,0.0,20140411,61721,80,20140411,181721,2402,8,0,0,0.1
110,2014-04-12,13:59:00,2014,4,12,5,12~15,강원도,양구군,양구읍,산중턱,맑음,12,0,45,건조주의보,인간의 부주의,담뱃불,부주의,20140412,135902,춘천소방서,양구119안전센터,,20140412,140115,20140412,142910,2755,55,14,22.0,20140412,32042,110,20140412,155414,12504,7,0,0,0.2
111,2014-04-16,22:45:00,2014,4,16,2,21~24,강원도,춘천시,동면,산아래,구름조금,9,96,225,,미상,미상,미상,20140416,224542,춘천소방서,후평119안전센터,,20140416,224700,20140416,225200,500,2,2,0.0,20140416,115800,131,20140417,20000,30800,6,0,0,0.09
112,2014-04-17,19:14:00,2014,4,17,3,18~21,강원도,춘천시,동면,산아래,비,14,93,315,,방화 및 방화의심,미상,방화의심,20140417,191456,춘천소방서,후평119안전센터,,20140417,191601,20140417,192100,459,4,4,0.0,20140417,82001,109,20140417,202001,5901,3,0,0,0.03
113,2014-04-20,13:41:00,2014,4,20,6,12~15,강원도,홍천군,서면,산아래,구름조금,21,36,90,,인간의 부주의,쓰레기소각장,부주의,20140420,134115,홍천소방서,양덕원119안전센터,서면119지역대,20140420,134255,20140420,142125,3830,47,38,15.0,20140420,24601,102,20140420,145700,3535,12,0,44,0.2
114,2014-04-21,13:15:00,2014,4,21,0,12~15,강원도,영월군,한반도면,산중턱,구름조금,21,29,225,,인간의 부주의,담뱃불,부주의,20140421,131520,영월소방서,주천119안전센터,한반도119지역대,20140421,131950,20140421,133338,1348,25,6,0.0,20140421,24121,133,20140421,152152,14814,10,0,0,0.1
115,2014-04-21,16:05:00,2014,4,21,0,15~18,강원도,고성군,토성면,산중턱,맑음,16,31,180,,인간의 부주의,담뱃불,부주의,20140421,160549,고성소방서,동광119안전센터,,20140421,160704,20140421,162715,2011,14,13,0.0,20140421,45525,119,20140421,165637,2922,24,0,5084,0.09
116,2014-04-22,10:38:00,2014,4,22,1,9~12,강원도,인제군,북면,산중턱,구름조금,18,70,180,,인간의 부주의,미상,부주의,20140422,103808,인제소방서,원통119안전센터,,20140422,103928,20140422,105700,1732,15,6,0.0,20140422,110500,136,20140422,110500,800,21,0,0,0.05
117,2014-04-22,14:44:00,2014,4,22,1,12~15,강원도,홍천군,화촌면,산정상,맑음,23,13,315,,인간의 부주의,입산자실화,부주의,20140422,144431,홍천소방서,홍천119안전센터,화촌119지역대,20140422,144557,20140422,145337,740,19,19,8.0,20140422,33102,115,20140422,155700,10323,25,0,0,0.5
118,2014-04-23,13:30:00,2014,4,23,2,12~15,강원도,춘천시,남면,산중턱,맑음,23,18,135,,인간의 부주의,담뱃불,부주의,20140423,133036,춘천소방서,강촌119안전센터,,20140423,133216,20140423,134216,1000,38,10,0.0,20140423,24016,156,20140423,144016,5800,6,0,0,0.03
119,2014-04-24,10:50:00,2014,4,24,3,9~12,강원도,홍천군,서석면,산정상,맑음,20,34,315,,인간의 부주의,담뱃불,부주의,20140424,105020,홍천소방서,서석119안전센터,,20140424,105353,20140424,112349,2956,42,9,0.0,20140424,124056,395,20140426,210000,93611,38,0,0,2.5
120,2014-04-24,11:45:00,2014,4,24,3,9~12,강원도,횡성군,우천면,산중턱,맑음,21,44,270,,미상,미상,미상,20140424,114550,횡성소방서,우천119안전센터,,20140424,114723,20140424,120855,2132,21,13,0.0,20140424,120855,201,20140424,135836,14941,211,0,3856,0.4
121,2014-04-24,12:54:00,2014,4,24,3,9~12,강원도,영월군,수주면,산중턱,맑음,23,24,135,,인간의 부주의,담뱃불,부주의,20140424,125440,영월소방서,주천119안전센터,,20140424,125612,20140424,133450,3838,46,20,0.0,20140424,25511,150,20140424,153011,15521,10,0,850,1.0
122,2014-04-24,15:26:00,2014,4,24,3,15~18,강원도,춘천시,동산면,산정상,맑음,26,19,270,,인간의 부주의,담뱃불,부주의,20140424,152603,춘천소방서,석사119안전센터,,20140424,152907,20140424,155007,2100,22,16,0.0,20140424,43007,94,20140424,163007,4000,7,0,0,0.05
123,2014-04-24,18:15:00,2014,4,24,3,18~21,강원도,춘천시,남산면,산정상,맑음,23,18,270,,인간의 부주의,담뱃불,부주의,20140424,181547,춘천소방서,강촌119안전센터,,20140424,181751,20140424,183651,1900,30,10,0.0,20140424,64551,87,20140424,185051,1400,4,0,0,0.06
124,2014-04-24,18:32:00,2014,4,24,3,18~21,강원도,영월군,수주면,산중턱,맑음,16,70,180,,인간의 부주의,담뱃불,부주의,20140424,183231,영월소방서,주천119안전센터,,20140424,183401,20140424,191401,4000,35,10,0.0,20140424,74001,112,20140424,200001,4600,23,0,0,0.15
125,2014-04-25,20:14:00,2014,4,25,4,18~21,강원도,화천군,화천읍,산아래,맑음,18,0,45,,인간의 부주의,기타,부주의,20140425,201454,춘천소방서,화천119안전센터,,20140425,201644,20140425,202105,421,50,5,,20140425,91531,58,20140425,220531,14426,7,0,0,0.1
126,2014-04-26,10:39:00,2014,4,26,5,9~12,강원도,평창군,용평면,산중턱,구름조금,18,43,225,,인간의 부주의,입산자실화,부주의,20140426,103900,평창소방서,봉평119안전센터,용평119지역대,20140426,104056,20140426,110351,2255,43,22,12.0,20140426,121054,269,20140426,134909,24518,11,0,0,0.3
127,2014-05-04,18:42:00,2014,5,4,6,18~21,강원도,홍천군,동면,산정상,비,16,28,270,,인간의 부주의,입산자실화,부주의,20140504,184206,홍천소방서,홍천119안전센터,동면119지역대,20140504,184346,20140504,185213,827,9,9,5.0,20140504,73046,94,20140504,203700,14447,15,0,2,0.1
128,2014-05-06,18:36:00,2014,5,6,1,18~21,강원도,영월군,영월읍,산아래,구름조금,18,23,225,,인간의 부주의,쓰레기소각장,부주의,20140506,183616,영월소방서,영월119안전센터,,20140506,183707,20140506,184910,1203,9,9,8.0,20140506,71510,288,20140506,193010,4100,7,0,0,0.5
129,2014-05-09,16:03:00,2014,5,9,4,15~18,강원도,삼척시,노곡면,산중턱,맑음,12,25,135,,인간의 부주의,입산자실화,부주의,20140509,160333,삼척소방서,근덕119안전센터,,20140509,160403,20140509,162903,2500,35,25,34.0,20140509,43503,136,20140509,174703,11800,14,0,900,0.3
130,2014-05-10,15:00:00,2014,5,10,5,15~18,강원도,영월군,북면,산정상,맑음,27,21,180,,인간의 부주의,담뱃불,부주의,20140510,150034,영월소방서,영월119안전센터,북면119지역대,20140510,150256,20140510,153539,3243,22,22,10.0,20140510,52015,128,20140510,180000,22421,13,0,462,0.1
131,2014-05-11,16:36:00,2014,5,11,6,15~18,강원도,인제군,남면,산정상,흐림,17,72,45,,인간의 부주의,담뱃불,부주의,20140511,163646,인제소방서,인제119안전센터,남면119지역대,20140511,163934,20140511,165635,1701,15,15,6.0,20140511,55551,53,20140511,175551,5916,9,0,0,0.03
132,2014-05-14,18:22:00,2014,5,14,2,18~21,강원도,정선군,임계면,산중턱,맑음,23,30,180,,인간의 부주의,담뱃불,부주의,20140514,182241,정선소방서,임계119안전센터,,20140514,182428,20140514,184428,2000,55,14,30.0,20140514,72828,133,20140514,194028,5600,16,0,0,0.1
133,2014-05-26,11:58:00,2014,5,26,0,9~12,강원도,삼척시,근덕면,산정상,맑음,32,34,180,,인간의 부주의,담뱃불,부주의,20140526,115817,삼척소방서,근덕119안전센터,,20140526,120031,20140526,122558,2527,20,20,0.0,20140526,124558,95,20140526,132058,5500,12,0,5755,0.3
134,2014-05-31,17:01:00,2014,5,31,5,15~18,강원도,평창군,미탄면,산정상,맑음,33,22,270,,인간의 부주의,논/밭두렁,부주의,20140531,170108,평창소방서,평창119안전센터,,20140531,170229,20140531,171002,733,19,19,6.0,20140531,64312,105,20140531,200612,25610,12,0,41250,0.5
135,2014-06-10,16:52:00,2014,6,10,1,15~18,강원도,원주시,흥업면,산정상,맑음,23,68,45,,인간의 부주의,담뱃불,자연적인요인,20140610,165202,원주소방서,혁신119안전센터,명륜119지역대,20140610,165248,20140610,170448,1200,8,8,0.0,20140610,53002,52,20140610,175002,4514,5,0,110,0.01
136,2014-06-15,14:10:00,2014,6,15,6,12~15,강원도,인제군,인제읍,산아래,맑음,28,20,45,,인간의 부주의,기타,부주의,20140615,141005,인제소방서,인제119안전센터,,20140615,141233,20140615,143000,1727,18,18,0.0,20140615,34000,124,20140615,162000,15000,15,0,102,0.05
137,2014-06-19,15:03:00,2014,6,19,3,15~18,강원도,인제군,남면,평지,비,23,72,225,,인간의 부주의,쓰레기소각장,부주의,20140619,150312,인제소방서,인제119안전센터,남면119지역대,20140619,150449,20140619,151449,1000,20,20,10.0,20140619,32949,84,20140619,162049,10600,7,0,7920,0.04
138,2014-09-20,13:34:00,2014,9,20,5,12~15,강원도,화천군,화천읍,산중턱,맑음,25,0,135,,인간의 부주의,미상,부주의,20140920,133443,춘천소방서,화천119안전센터,,20140920,133711,20140920,141611,3900,48,16,26.0,20140920,55311,122,20140920,182411,40800,115,0,0,0.25
139,2014-10-28,11:52:00,2014,10,28,1,9~12,강원도,홍천군,두촌면,산중턱,맑음,14,0,135,,인간의 부주의,담뱃불,부주의,20141028,115221,홍천소방서,홍천119안전센터,두촌119지역대,20141028,115339,20141028,120134,755,25,25,11.0,20141028,15322,41,20141028,142945,22811,10,0,0,0.02
140,2014-10-29,13:33:00,2014,10,29,2,12~15,강원도,인제군,기린면,산중턱,맑음,17,46,315,,인간의 부주의,담뱃불,부주의,20141029,133346,인제소방서,기린119안전센터,,20141029,133434,20141029,140947,3513,47,18,0.0,20141029,33530,56,20141029,164648,23701,8,0,0,0.7
141,2014-10-30,14:41:00,2014,10,30,3,12~15,강원도,평창군,대화면,산중턱,맑음,19,33,180,,인간의 부주의,논/밭두렁,부주의,20141030,144126,평창소방서,평창119안전센터,,20141030,144211,20141030,150354,2143,20,20,0.0,20141030,43419,109,20141030,181353,30959,10,0,372,0.5
142,2014-11-09,13:17:00,2014,11,9,6,12~15,강원도,홍천군,내촌면,산아래,맑음,14,0,180,,기계/전기/화학 요인,자동차,교통사고,20141109,131743,홍천소방서,서석119안전센터,내촌119지역대,20141109,132327,20141109,134116,1749,36,22,9.0,20141109,22559,50,20141109,145921,11805,16,0,0,0.01
143,2014-11-11,11:30:00,2014,11,11,1,9~12,강원도,양구군,양구읍,평지,구름조금,9,56,90,,인간의 부주의,논/밭두렁,부주의,20141111,113045,춘천소방서,양구119안전센터,,20141111,113104,20141111,113604,500,40,4,19.0,20141111,114504,63,20141111,123004,5400,4,0,2541,0.05
144,2014-11-23,08:28:00,2014,11,23,6,6~9,강원도,양양군,서면,산중턱,맑음,12,61,45,,미상,미상,미상,20141123,82842,양양소방서,양양119안전센터,,20141123,83007,20141123,83802,755,27,11,0.0,20141123,95126,164,20141123,105126,21324,24,0,800,1.0
145,2015-02-01,16:08:00,2015,2,1,6,15~18,강원도,춘천시,북산면,산아래,맑음,3,34,225,,인간의 부주의,입산자실화,부주의,20150201,160845,춘천소방서,신북119안전센터,,20150201,161307,20150201,164625,3318,68,71,12.0,20150201,55058,88,20150201,175058,10433,15,0,5701,0.1
146,2015-02-08,13:25:00,2015,2,8,6,12~15,강원도,삼척시,가곡면,산아래,맑음,-10,26,135,풍랑주의보,인간의 부주의,미상,부주의,20150208,132545,삼척소방서,원덕119안전센터,가곡119지역대,20150208,132652,20150208,134026,1334,45,12,9.0,20150209,124025,3743,20150210,170034,32008,160,0,44174,18.0
147,2015-02-26,14:15:00,2015,2,26,3,12~15,강원도,원주시,태장동,산아래,맑음,6,30,270,풍랑주의보,인간의 부주의,기타,부주의,20150226,141531,원주소방서,태장119안전센터,,20150226,141615,20150226,142257,642,8,6,0.0,20150226,22439,96,20150226,154000,11703,11,0,0,0.2
148,2015-03-02,16:17:00,2015,3,2,0,15~18,강원도,인제군,북면,산정상,맑음,8,54,315,,인간의 부주의,담뱃불,부주의,20150302,161734,인제소방서,원통119안전센터,,20150302,161846,20150302,162300,414,14,4,0.0,20150302,51000,124,20150302,172000,5700,9,0,0,0.01
149,2015-03-08,10:43:00,2015,3,8,6,9~12,강원도,횡성군,청일면,산아래,구름조금,9,39,180,,인간의 부주의,논/밭두렁,부주의,20150308,104323,횡성소방서,둔내119안전센터,청일지역대,20150308,104409,20150308,104901,452,30,13,4.0,20150308,111158,67,20150308,112045,3144,12,0,0,0.1
150,2015-03-08,11:01:00,2015,3,8,6,9~12,강원도,고성군,죽왕면,산아래,구름조금,8,61,90,,인간의 부주의,쓰레기소각장,부주의,20150308,110150,고성소방서,동광119안전센터,,20150308,110227,20150308,111742,1515,22,14,0.0,20150308,115639,529,20150308,132853,21111,33,0,534,0.9
151,2015-03-08,13:58:00,2015,3,8,6,12~15,강원도,강릉시,성산면,산중턱,맑음,12,51,180,,인간의 부주의,논/밭두렁,부주의,20150308,135831,강릉소방서,내곡119안전센터,,20150308,135955,20150308,140927,932,6,7,0.0,20150308,24208,100,20150308,150111,5144,22,0,1375,0.1
152,2015-03-09,14:21:00,2015,3,9,0,12~15,강원도,춘천시,신북읍,산아래,맑음,8,21,315,,인간의 부주의,기타,부주의,20150309,142137,춘천소방서,신북119안전센터,,20150309,142237,20150309,143153,916,10,7,0.0,20150309,25053,59,20150309,152053,4900,7,0,0,0.01
153,2015-03-09,14:40:00,2015,3,9,0,12~15,강원도,춘천시,동면,산아래,맑음,8,23,270,한파주의보,인간의 부주의,담뱃불,부주의,20150309,144029,춘천소방서,후평119안전센터,,20150309,144329,20150309,150222,1853,6,6,0.0,20150309,42026,261,20150309,164826,14604,18,0,649,0.4
154,2015-03-11,17:15:00,2015,3,11,2,15~18,강원도,강릉시,연곡면,산아래,구름조금,5,42,270,풍랑주의보,인간의 부주의,논/밭두렁,부주의,20150311,171515,강릉소방서,주문진119안전센터,,20150311,171619,20150311,173522,1903,21,8,0.0,20150311,54229,71,20150311,180856,3334,13,0,385,0.1
155,2015-03-11,18:59:00,2015,3,11,2,18~21,강원도,홍천군,동면,산중턱,맑음,4,17,270,풍랑주의보,인간의 부주의,담뱃불,부주의,20150311,185951,홍천소방서,홍천119안전센터,동면119지역대,20150311,190056,20150311,191809,1713,16,16,12.0,20150311,74537,76,20150311,195919,4110,8,0,0,0.03
156,2015-03-14,13:19:00,2015,3,14,5,12~15,강원도,양구군,동면,산아래,맑음,7,29,315,,인간의 부주의,쓰레기소각장,부주의,20150314,131905,춘천소방서,양구119안전센터,,20150314,132005,20150314,132400,355,59,15,4.0,20150314,13613,60,20150314,133913,1513,4,0,0,0.07
157,2015-03-14,14:53:00,2015,3,14,5,12~15,강원도,홍천군,남면,산아래,맑음,10,15,90,,인간의 부주의,쓰레기소각장,부주의,20150314,145332,홍천소방서,양덕원119안전센터,,20150314,145450,20150314,145911,421,16,3,0.0,20150314,35011,137,20150314,155545,5634,15,0,162,0.8
158,2015-03-15,14:32:00,2015,3,15,6,12~15,강원도,동해시,쇄운동,산아래,맑음,12,56,45,건조경보,인간의 부주의,기타,부주의,20150315,143201,동해소방서,북삼119안전센터,삼화119지역대,20150315,143245,20150315,144510,1225,10,6,6.0,20150315,35821,263,20150315,171521,23011,6,0,0,0.3
159,2015-03-17,16:05:00,2015,3,17,1,15~18,강원도,삼척시,원덕읍,산아래,맑음,17,30,90,,인간의 부주의,논/밭두렁,부주의,20150317,160532,삼척소방서,원덕119안전센터,,20150317,160632,20150317,162009,1337,45,19,0.0,20150317,44109,227,20150317,184009,22000,18,1,0,0.5
160,2015-03-19,15:03:00,2015,3,19,3,15~18,강원도,화천군,사내면,산아래,맑음,20,30,225,,인간의 부주의,논/밭두렁,부주의,20150319,150353,춘천소방서,사내119안전센터,,20150319,150353,20150319,151322,929,55,10,0.0,20150319,33322,54,20150319,161022,5700,4,0,0,0.02
161,2015-03-22,13:40:00,2015,3,22,6,12~15,강원도,영월군,주천면,평지,맑음,7,30,45,,인간의 부주의,쓰레기소각장,부주의,20150322,134027,영월소방서,주천119안전센터,,20150322,134127,20150322,135419,1252,35,8,0.0,20150322,31519,117,20150322,151519,12100,21,0,0,0.1
162,2015-03-22,13:58:00,2015,3,22,6,12~15,강원도,화천군,간동면,산중턱,맑음,12,14,45,,인간의 부주의,쓰레기소각장,부주의,20150322,135846,춘천소방서,화천119안전센터,,20150322,140246,20150322,140705,419,25,19,3.0,20150323,91005,445,20150323,103005,202300,15,1,15037,11.0
163,2015-03-22,14:14:00,2015,3,22,6,12~15,강원도,횡성군,청일면,평지,맑음,15,7,315,,인간의 부주의,쓰레기소각장,부주의,20150322,141449,횡성소방서,둔내119안전센터,청일지역대,20150322,141526,20150322,142606,1040,29,17,9.0,20150322,35642,337,20150322,181234,34628,22,0,0,0.3
164,2015-03-22,16:08:00,2015,3,22,6,15~18,강원도,홍천군,두촌면,산아래,맑음,11,12,315,,인간의 부주의,기타,부주의,20150322,160831,홍천소방서,홍천119안전센터,두촌119지역대,20150322,161120,20150322,162211,1051,24,24,8.0,20150322,83511,319,20150322,203511,41300,12,1,1516,2.0
165,2015-03-23,09:43:00,2015,3,23,0,6~9,강원도,철원군,갈말읍,산아래,맑음,4,12,270,풍랑주의보,인간의 부주의,쓰레기소각장,부주의,20150323,94340,철원소방서,태봉119안전센터,,20150323,94400,20150323,95600,1200,11,11,0.0,20150323,101000,71,20150323,102500,2900,8,0,0,0.1
166,2015-03-23,12:42:00,2015,3,23,0,9~12,강원도,인제군,인제읍,산중턱,맑음,8,14,180,건조주의보,인간의 부주의,모닥불,부주의,20150323,124252,인제소방서,인제119안전센터,,20150323,124340,20150323,130400,2020,20,20,0.0,20150323,33000,732,20150323,153000,22600,21,0,0,3.0
167,2015-03-24,16:32:00,2015,3,24,1,15~18,강원도,홍천군,내촌면,산정상,맑음,13,0,45,,인간의 부주의,담뱃불,부주의,20150324,163250,홍천소방서,서석119안전센터,내촌119지역대,20150324,163511,20150324,164854,1343,32,21,8.0,20150324,63500,216,20150324,190000,21106,13,0,0,0.2
168,2015-03-25,13:21:00,2015,3,25,2,12~15,강원도,홍천군,서석면,산아래,맑음,12,19,45,,인간의 부주의,기타,부주의,20150325,132101,홍천소방서,서석119안전센터,,20150325,132331,20150325,133859,1528,46,13,0.0,20150325,15622,229,20150325,152700,14801,11,0,0,0.1
169,2015-03-25,15:55:00,2015,3,25,2,15~18,강원도,삼척시,도계읍,산아래,맑음,7,57,135,,인간의 부주의,기타,부주의,20150325,155532,삼척소방서,도계119안전센터,,20150325,155632,20150325,161029,1357,35,16,0.0,20150325,54129,178,20150325,181029,20000,11,1,0,0.2
170,2015-03-25,16:53:00,2015,3,25,2,15~18,강원도,평창군,미탄면,산정상,맑음,13,9,180,,인간의 부주의,담뱃불,부주의,20150325,165307,평창소방서,평창119안전센터,미탄119지역대,20150325,165307,20150325,170136,829,20,7,0.0,20150325,60444,113,20150325,180444,10308,9,0,9900,0.2
171,2015-03-25,18:49:00,2015,3,25,2,18~21,강원도,홍천군,내촌면,산정상,맑음,11,19,225,,인간의 부주의,기타,부주의,20150325,184937,홍천소방서,서석119안전센터,내촌119지역대,20150325,185145,20150325,190707,1522,38,22,9.0,20150326,83030,291,20150326,90030,135323,14,0,0,2.9
172,2015-03-25,20:01:00,2015,3,25,2,18~21,강원도,춘천시,남산면,산아래,맑음,5,41,135,,인간의 부주의,미상,부주의,20150325,200107,춘천소방서,강촌119안전센터,,20150325,200526,20150325,203416,2850,31,19,0.0,20150325,90423,86,20150325,211031,3615,12,0,1584,0.05
173,2015-03-26,12:40:00,2015,3,26,3,9~12,강원도,삼척시,도경동,산중턱,맑음,14,32,180,,인간의 부주의,담뱃불,부주의,20150326,124000,삼척소방서,봉황119안전센터,,20150326,124135,20150326,125135,1000,10,10,0.0,20150326,25435,783,20150326,154735,25600,21,0,0,0.3
174,2015-03-26,13:29:00,2015,3,26,3,12~15,강원도,원주시,신림면,산아래,맑음,13,20,315,,인간의 부주의,논/밭두렁,부주의,20150326,132953,원주소방서,신림119안전센터,,20150326,133206,20150326,134617,1411,35,11,0.0,20150326,22317,157,20150326,162136,23519,13,0,0,1.5
175,2015-03-28,14:41:00,2015,3,28,5,12~15,강원도,평창군,미탄면,산아래,구름조금,17,5,225,,미상,미상,미상,20150328,144146,평창소방서,평창119안전센터,미탄119지역대,20150328,144353,20150328,145939,1546,20,0,6.0,20150328,55000,520,20150328,193000,43021,23,0,72224,2.5
176,2015-03-29,13:04:00,2015,3,29,6,12~15,강원도,원주시,태장동,산아래,구름조금,16,39,135,,인간의 부주의,담뱃불,부주의,20150329,130421,원주소방서,학성119안전센터,,20150329,130503,20150329,131001,458,6,4,0.0,20150329,11545,55,20150329,132654,1653,5,0,0,0.05
177,2015-03-29,14:25:00,2015,3,29,6,12~15,강원도,춘천시,남산면,산아래,구름조금,18,29,180,,인간의 부주의,쓰레기소각장,부주의,20150329,142539,춘천소방서,강촌119안전센터,,20150329,142639,20150329,144708,2029,30,17,0.0,20150329,30627,58,20150329,150627,1919,10,0,0,0.03
178,2015-03-30,12:52:00,2015,3,30,0,9~12,강원도,춘천시,남산면,산중턱,구름조금,19,28,270,,인간의 부주의,입산자실화,부주의,20150330,125233,춘천소방서,강촌119안전센터,,20150330,125357,20150330,130451,1054,21,6,0.0,20150330,21500,111,20150330,153328,22837,7,0,0,0.1
179,2015-04-03,14:35:00,2015,4,3,4,12~15,강원도,인제군,북면,산정상,맑음,18,48,135,,인간의 부주의,담뱃불,부주의,20150403,143537,인제소방서,원통119안전센터,,20150403,143600,20150403,143800,200,11,3,0.0,20150403,31000,70,20150403,151000,3200,6,0,0,0.01
