ID,화재발생일자,화재발생시간,화재발생_연도,화재발생_월,화재발생_일,요일,화재발생시간대,시도명,시군구명,읍면동명,발화지점,날씨,온도,습도,시간단위풍속,특보내용,발화종합,발화원인,발화요인대분류명,접수일자,접수시각,소방서명,서센터명,소방지역대명,출동일자,출동시각,현장도착일자,현장도착시각,출동소요시간	,현장소방서거리,현장안전센터거리,현장소방지역대거리,초진일자,초진시각,전체인력수합계,완진일자,완진시간,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
493,2020-05-01,02:47:00,2020,5,1,4,0~3,강원도,춘천시,동면,산중턱,맑음,27,45,225,,인간의 부주의,입산자실화,부주의,20200501,24735,춘천소방서,후평119안전센터,,20200501,24913,20200501,31908,2955,18,18,0.0,20200501,154000,77,20200501,45843,13935,6,0,0,0.2
494,2020-05-01,03:21:00,2020,5,1,4,0~3,강원도,홍천군,동면,산정상,맑음,28,37,225,,인간의 부주의,담뱃불,부주의,20200501,32156,홍천소방서,홍천119안전센터,동면119지역대,20200501,32233,20200501,33537,1304,14,14,11.0,20200501,161000,112,20200502,84000,50423,13,0,0,0.01
495,2020-05-06,11:26:00,2020,5,6,2,9~12,강원도,철원군,철원읍,산아래,맑음,21,42,135,,인간의 부주의,기타,부주의,20200506,112643,철원소방서,동송119안전센터,,20200506,112816,20200506,113919,1103,18,10,0.0,20200506,5341,71,20200506,12041,14122,21,0,0,0.06
496,2020-05-08,02:50:00,2020,5,8,4,0~3,강원도,홍천군,홍천읍,산아래,맑음,27,11,270,,인간의 부주의,담뱃불,부주의,20200508,25035,홍천소방서,홍천119안전센터,,20200508,25105,20200508,30042,937,9,9,0.0,20200508,151059,22,20200508,303059,3017,6,0,0,0.03
497,2020-06-08,03:15:00,2020,6,8,0,0~3,강원도,춘천시,동면,산정상,맑음,32,45,270,,미상,미상,미상,20200608,31524,춘천소방서,후평119안전센터,,20200608,31550,20200608,35613,4023,59,59,15.0,20200608,181517,49,20200608,61517,21904,10,0,0,0.1
498,2020-06-23,10:01:00,2020,6,23,1,9~12,강원도,홍천군,동면,산정상,맑음,28,59,270,,미상,미상,미상,20200623,100131,홍천소방서,홍천119안전센터,,20200623,100505,20200623,101216,711,10,10,5.0,20200623,112052,133,20200623,112052,10836,15,0,0,0.15
499,2020-10-06,01:48:00,2020,10,6,1,0~3,강원도,춘천시,사북면,산정상,맑음,18,41,225,,인간의 부주의,담뱃불,부주의,20201006,14803,춘천소방서,신북119안전센터,,20201006,30827,20201006,33559,2732,30,21,0.0,20201006,165400,61,20201006,405600,12001,18,0,0,0.01
500,2020-10-09,04:50:00,2020,10,9,4,3~6,강원도,홍천군,서석면,산중턱,맑음,18,56,45,풍랑주의보,인간의 부주의,입산자실화,미상,20201009,45042,홍천소방서,서석119안전센터,,20201009,45205,20201009,45654,449,33,3,0.0,20201009,213820,51,20201009,120000,70306,7,0,0,0.05
501,2020-10-11,07:11:00,2020,10,11,6,6~9,강원도,홍천군,화촌면,산중턱,맑음,8,94,180,,미상,미상,미상,20201011,71134,홍천소방서,홍천119안전센터,,20201011,71245,20201011,72409,1124,16,16,7.0,20201011,3647,45,20201011,123647,51238,11,0,0,0.01
502,2020-10-13,02:38:00,2020,10,13,1,0~3,강원도,홍천군,화촌면,산중턱,맑음,18,51,225,,미상,미상,미상,20201013,23829,홍천소방서,홍천119안전센터,,20201013,24124,20201013,25516,1352,17,17,8.0,20201013,164019,86,20201013,405940,20424,12,0,0,0.01
503,2020-10-18,01:36:00,2020,10,18,6,0~3,강원도,홍천군,화촌면,산정상,맑음,18,42,270,,미상,미상,미상,20201018,13657,홍천소방서,홍천119안전센터,,20201018,13657,20201018,15525,1828,16,16,0.0,20201018,152621,38,20201018,50921,31356,7,0,0,0.01
504,2020-11-04,12:45:00,2020,11,4,2,9~12,강원도,철원군,동송읍,산중턱,맑음,6,23,270,,인간의 부주의,담뱃불,부주의,20201104,124509,철원소방서,동송119안전센터,,20201104,124717,20201104,125254,537,13,2,0.0,20201104,131345,105,20201104,14752,5458,9,0,0,0.01
505,2020-11-08,02:27:00,2020,11,8,6,0~3,강원도,동해시,신흥동,산아래,맑음,9,41,225,건조주의보,인간의 부주의,미상,부주의,20201108,22715,동해소방서,북삼119안전센터,삼화119지역대,20201108,22743,20201108,24738,1955,14,10,6.0,20201108,31225,123,20201108,44045,15307,59,0,605,0.11
506,2020-11-16,12:38:00,2020,11,16,0,9~12,강원도,홍천군,홍천읍,산정상,맑음,13,59,225,,인간의 부주의,입산자실화,부주의,20201116,123806,홍천소방서,홍천119안전센터,,20201116,123908,20201116,124656,748,8,8,0.0,20201116,134341,0,20201116,115041,110345,0,0,0,0.1
507,2020-12-01,09:59:00,2020,12,1,1,6~9,강원도,횡성군,우천면,산아래,맑음,-1,50,225,,기계/전기/화학 요인,건물,기계적요인,20201201,95929,횡성소방서,우천119안전센터,,20201201,100032,20201201,101725,1653,17,8,0.0,20201201,224549,104,20201201,114707,12942,10,0,145,0.1
508,2020-12-08,08:37:00,2020,12,8,1,6~9,강원도,홍천군,동면,산아래,맑음,-3,50,180,,인간의 부주의,기타,부주의,20201208,83749,홍천소방서,홍천119안전센터,동면119지역대,20201208,84042,20201208,84345,303,6,6,3.0,20201208,211500,84,20201208,104305,15920,12,0,0,0.02
509,2020-12-12,11:43:00,2020,12,12,5,9~12,강원도,원주시,신림면,산중턱,맑음,3,42,315,,인간의 부주의,기타,부주의,20201212,114329,원주소방서,신림119안전센터,,20201212,114405,20201212,120631,2226,24,11,0.0,20201212,5019,53,20201212,10933,10302,13,0,0,0.5
510,2020-12-12,03:16:00,2020,12,12,5,0~3,강원도,원주시,신림면,산중턱,맑음,5,30,315,,인간의 부주의,담뱃불,부주의,20201212,31603,원주소방서,신림119안전센터,,20201212,31711,20201212,32146,435,27,11,0.0,20201212,172528,61,20201212,70700,34514,11,0,0,0.05
511,2020-12-25,02:22:00,2020,12,25,4,0~3,강원도,영월군,영월읍,산중턱,맑음,-5,47,225,,인간의 부주의,담뱃불,부주의,20201225,42215,영월소방서,영월119안전센터,,20201225,42255,20201225,42806,511,3,3,0.0,20201225,175434,118,20201225,101534,54728,13,0,0,0.3
512,2021-01-12,11:44:00,2021,1,12,1,9~12,강원도,홍천군,동면,산정상,맑음,-8,59,270,,인간의 부주의,입산자실화,미상,20210112,114416,홍천소방서,홍천119안전센터,동면119지역대,20210112,114720,20210112,122313,3553,28,28,24.0,20210112,130000,48,20210112,31053,24740,3,0,0,0.15
513,2021-01-17,15:36:49,2021,1,17,6,15~18,강원도,동해시,부곡동,산중턱,맑음,0,17,315,,인간의 부주의,담뱃불,부주의,20210117,153600,동해소방서,천곡119안전센터,,20210117,153807,20210117,154824,1017,8,8,0.0,20210117,164748,275,20210117,180059,21235,24,0,0,1.0
514,2021-01-24,17:47:56,2021,1,24,6,15~18,강원도,홍천군,홍천읍,산아래,맑음,7,62,180,,기계/전기/화학 요인,기타,전기적요인,20210124,174700,홍천소방서,홍천119안전센터,,20210124,174857,20210124,175912,1015,9,9,0.0,20210124,212607,17,20210124,212607,32655,3,0,0,0.7
515,2021-02-10,14:12:57,2021,2,10,2,12~15,강원도,홍천군,동면,산정상,맑음,6,70,135,,인간의 부주의,입산자실화,부주의,20210210,141200,홍천소방서,홍천119안전센터,동면119지역대,20210210,141344,20210210,143140,1756,23,23,19.0,20210210,145025,41,20210210,155015,11835,3,0,264,0.01
516,2021-02-22,14:11:18,2021,2,22,0,12~15,강원도,화천군,간동면,산아래,맑음,13,39,270,건조주의보,미상,미상,미상,20210222,141100,화천소방서,화천119안전센터,,20210222,141146,20210222,141844,658,21,21,5.0,20210222,144400,81,20210222,150600,4716,14,0,0,0.1
517,2021-02-26,13:33:51,2021,2,26,4,12~15,강원도,홍천군,북방면,산정상,맑음,10,35,90,,미상,미상,미상,20210226,133300,홍천소방서,홍천119안전센터,북방119지역대,20210226,133751,20210226,140558,2807,20,0,15.0,20210226,143015,106,20210226,180000,35402,10,0,0,0.1
518,2021-03-23,15:52:14,2021,3,23,1,15~18,강원도,홍천군,화촌면,산중턱,맑음,16,25,315,,인간의 부주의,미상,부주의,20210323,155200,홍천소방서,홍천119안전센터,화촌119지역대,20210323,155541,20210323,155717,136,13,13,0.0,20210323,194808,310,20210323,4000,84243,33,0,9900,20.0
519,2021-03-31,15:35:10,2021,3,31,2,15~18,강원도,정선군,신동읍,산아래,맑음,21,8,225,건조주의보,인간의 부주의,논/밭두렁,부주의,20210331,153500,정선소방서,신동119안전센터,,20210331,153545,20210331,155545,2000,32,15,0.0,20210331,182010,302,20210331,124630,205045,186,0,67716,10.7
520,2021-03-31,16:56:48,2021,3,31,2,15~18,강원도,양구군,양구읍,미상,맑음,20,13,315,,미상,미상,미상,20210401,155600,양구소방서,양구119안전센터,동면119지역대,20210331,170003,20210331,171605,1602,12,12,10.0,20210331,81000,98,20210331,110000,174355,15,0,0,0.5
521,2021-04-17,09:33:00,2021,4,17,5,6~9,강원도,홍천군,동면,산아래,맑음,9,62,225,,인간의 부주의,미상,부주의,20210417,93354,홍천소방서,홍천119안전센터,동면119지역대,20210417,93417,20210417,94541,1124,10,10,6.0,20210417,100353,54,20210417,101440,2859,12,0,0,0.01
522,2021-04-17,12:04:00,2021,4,17,5,9~12,강원도,평창군,진부면,산정상,맑음,14,29,180,,미상,미상,미상,20210417,120442,평창소방서,진부119안전센터,,20210417,120517,20210417,122702,2145,42,16,0.0,20210417,4521,53,20210417,13150,10448,7,0,0,0.01
523,2021-04-19,16:45:54,2021,4,19,0,15~18,강원도,횡성군,공근면,산중턱,맑음,19,30,135,,인간의 부주의,담뱃불,부주의,20210419,164500,횡성소방서,공근119안전센터,,20210419,164707,20210419,171242,2535,11,6,0.0,20210419,190000,151,20210419,203009,31727,17,0,0,1.5
524,2021-04-20,15:22:05,2021,4,20,1,15~18,강원도,홍천군,남면,산아래,맑음,25,22,315,,인간의 부주의,논/밭두렁,부주의,20210420,152200,홍천소방서,양덕원119안전센터,,20210420,152311,20210420,154727,2416,17,12,0.0,20210420,163433,64,20210420,165209,10442,21,1,0,0.3
525,2021-04-21,12:20:00,2021,4,21,2,9~12,강원도,평창군,대관령면,산중턱,맑음,24,29,315,,인간의 부주의,담뱃불,부주의,20210421,122045,평창소방서,대관령119안전센터,,20210421,122234,20210421,123246,1012,56,7,0.0,20210421,135931,177,20210421,25124,21838,22,0,3850,1.0
526,2021-04-22,13:27:07,2021,4,22,3,12~15,강원도,철원군,동송읍,산중턱,맑음,25,31,90,,인간의 부주의,성묘객,부주의,20210422,132700,철원소방서,동송119안전센터,,20210422,132825,20210422,133723,858,13,7,0.0,20210422,135918,52,20210422,141618,3855,16,0,2959,0.02
527,2021-04-25,12:22:00,2021,4,25,6,9~12,강원도,평창군,봉평면,산아래,맑음,13,41,135,,인간의 부주의,기타,부주의,20210425,122255,평창소방서,봉평119안전센터,,20210425,122348,20210425,124140,1752,42,9,0.0,20210425,30818,53,20210425,150818,22638,7,0,0,0.09
528,2021-04-25,14:32:01,2021,4,25,6,12~15,강원도,원주시,신림면,산중턱,맑음,20,31,225,,인간의 부주의,담뱃불,부주의,20210425,143200,원주소방서,신림119안전센터,,20210425,143516,20210425,151325,3809,24,7,0.0,20210425,160845,126,20210425,174224,22859,30,0,0,1.5
529,2021-05-06,17:30:53,2021,5,6,3,15~18,강원도,인제군,서화면,산아래,맑음,18,36,225,,인간의 부주의,담뱃불,부주의,20210506,173000,인제소방서,원통119안전센터,서화119지역대,20210506,173202,20210506,174500,1258,27,20,6.0,20210506,181000,81,20210506,182332,3832,15,0,0,0.1
530,2021-05-06,21:06:40,2021,5,6,3,21~24,강원도,삼척시,원덕읍,산아래,맑음,15,54,225,,미상,미상,미상,20210506,210600,삼척소방서,원덕119안전센터,임원119지역대,20210506,210915,20210506,212245,1330,26,22,7.0,20210506,223934,110,20210506,223934,11649,22,0,0,0.01
531,2021-05-07,11:05:00,2021,5,7,4,9~12,강원도,삼척시,도계읍,산중턱,맑음,17,46,225,풍랑주의보,인간의 부주의,담뱃불,부주의,20210507,110548,삼척소방서,도계119안전센터,,20210507,110834,20210507,112040,1206,39,8,0.0,20210507,4020,248,20210507,13020,20940,31,0,101,0.2
532,2021-05-08,12:12:00,2021,5,8,5,9~12,강원도,횡성군,안흥면,산정상,맑음,15,59,225,풍랑주의보,인간의 부주의,담뱃불,부주의,20210508,121220,횡성소방서,우천119안전센터,안흥지역대,20210508,121312,20210508,122927,1615,38,25,15.0,20210508,135333,95,20210508,15433,12506,15,0,0,0.01
533,2021-05-09,13:16:11,2021,5,9,6,12~15,강원도,홍천군,남면,산아래,맑음,21,24,315,,인간의 부주의,기타,부주의,20210509,131600,홍천소방서,양덕원119안전센터,,20210509,131719,20210509,132624,905,21,7,0.0,20210509,135054,81,20210509,135339,2715,14,0,0,0.2
534,2021-05-09,13:43:01,2021,5,9,6,12~15,강원도,철원군,철원읍,산중턱,맑음,19,26,315,,인간의 부주의,담뱃불,부주의,20210509,134300,철원소방서,동송119안전센터,,20210509,134415,20210509,135216,801,16,7,0.0,20210509,141148,60,20210509,142131,2915,12,0,0,0.03
535,2021-05-09,17:44:49,2021,5,9,6,15~18,강원도,철원군,철원읍,산정상,맑음,18,22,270,,인간의 부주의,입산자실화,부주의,20210509,174400,철원소방서,동송119안전센터,,20210509,174536,20210509,174923,347,12,1,0.0,20210509,183358,67,20210509,183452,4529,13,0,0,0.01
536,2021-05-13,15:37:05,2021,5,13,3,15~18,강원도,태백시,하사미동,산중턱,맑음,23,43,45,,기계/전기/화학 요인,기타,기계적요인,20210513,153700,태백소방서,화전119안전센터,,20210513,153756,20210513,155917,2121,20,17,0.0,20210513,182000,144,20210513,203416,43459,18,0,0,1.2
537,2021-06-07,15:11:39,2021,6,7,0,15~18,강원도,강릉시,주문진읍,산중턱,맑음,25,62,225,,인간의 부주의,논/밭두렁,부주의,20210607,151100,강릉소방서,주문진119안전센터,,20210607,151226,20210607,152610,1344,21,6,0.0,20210607,153855,50,20210607,165149,12539,11,0,223,0.01
538,2021-06-08,14:52:46,2021,6,8,1,12~15,강원도,홍천군,내촌면,산정상,맑음,18,78,45,,자연적 요인,기타,자연적인요인,20210608,145200,홍천소방서,서석119안전센터,내촌119지역대,20210608,145414,20210608,150349,935,26,0,5.0,20210608,153200,48,20210608,162904,12515,6,0,0,0.04
